,count,Random,MostPop,UserKNN,ItemKNN,UserKNN with means,BPR,MF,PMF,NMF,WMF,HPF,NeuMF,VAECF
104,0.5675496688741721,10,3323,0,33,0,3268,172,576,17,3150,1161,2431,1675
44,0.4951986754966887,8,3633,0,70,0,3568,101,1159,0,3580,945,1787,1179
124,0.49503311258278143,12,3656,0,57,0,3618,55,408,0,1105,960,2712,1256
64,0.477317880794702,6,3750,0,17,0,3605,32,154,0,51,782,2106,1171
113,0.4423841059602649,7,3920,0,11,0,2363,26,30,0,0,738,1532,837
48,0.4392384105960265,11,3929,0,49,0,3661,75,453,0,3601,1108,2599,1079
97,0.43857615894039736,6,3915,0,23,0,3329,14,93,0,250,781,1835,753
132,0.4288079470198676,11,3987,0,48,0,2957,93,526,0,2065,815,1481,700
22,0.42764900662251654,8,3499,0,14,0,3286,26,64,0,1,771,624,999
128,0.42682119205298014,15,3968,0,57,0,3760,88,467,1,2944,834,2126,1010
189,0.42019867549668877,5,4001,0,10,0,2682,6,10,0,0,612,2019,636
127,0.4162251655629139,10,2254,0,62,0,2942,66,1234,0,3988,952,1134,915
51,0.4160596026490066,7,2798,0,33,0,2478,60,151,0,622,780,2375,930
38,0.40711920529801326,12,1993,0,21,0,1855,54,1088,28,3414,939,2267,1017
92,0.40447019867549666,11,1635,0,29,0,1333,46,572,18,802,905,653,752
134,0.3922185430463576,11,1556,0,30,0,1528,31,29,0,5,826,1449,1052
5,0.3837748344370861,7,1080,0,46,0,910,25,226,2,1464,623,500,738
23,0.38145695364238413,9,1139,0,47,0,831,66,1671,87,4114,868,898,776
246,0.37880794701986753,9,724,0,38,0,838,10,0,0,447,722,984,754
116,0.37715231788079473,12,829,0,26,0,1013,18,1,0,0,449,1373,857
26,0.37566225165562916,8,371,0,20,0,382,24,33,0,0,506,1812,500
60,0.37251655629139074,12,595,0,5,0,519,30,26,0,0,529,685,523
184,0.3710264900662252,10,580,0,53,0,388,52,145,1,22,694,1219,974
167,0.36870860927152316,11,331,0,75,0,492,70,2164,84,4254,862,1388,677
669,0.36804635761589405,7,483,0,83,0,994,187,1603,45,4229,574,1361,786
171,0.36324503311258277,11,300,0,8,0,876,85,400,0,0,402,387,590
273,0.3610927152317881,12,268,0,25,0,609,13,16,0,0,597,139,565
244,0.35943708609271524,8,168,0,44,0,356,159,680,0,46,670,192,579
217,0.34735099337748343,12,183,0,20,0,477,31,153,0,68,477,352,497
40,0.3438741721854305,11,190,0,35,0,365,26,85,0,5,437,266,530
209,0.3350993377483444,9,173,0,33,0,258,38,86,0,36,438,449,535
62,0.3304635761589404,7,114,0,8,0,291,3,0,0,0,315,308,375
151,0.3302980132450331,8,120,0,21,0,220,4,24,0,0,315,374,319
68,0.3185430463576159,10,114,0,23,0,98,84,344,0,41,413,94,541
714,0.30132450331125826,12,77,0,21,0,77,73,140,0,6,305,565,365
743,0.2980132450331126,21,78,0,87,0,96,27,104,4,452,299,77,372
218,0.2978476821192053,11,93,0,2,0,83,7,6,0,0,307,1,192
84,0.2955298013245033,5,88,0,17,0,49,0,1,0,0,445,8,144
259,0.29519867549668877,13,52,0,57,0,28,62,1393,183,3344,552,164,292
381,0.2899006622516556,10,68,0,13,0,65,26,39,0,0,263,6,363
15,0.28658940397350996,10,24,0,24,0,24,92,95,0,0,383,273,173
160,0.28642384105960267,10,21,0,5,0,182,19,74,0,0,223,325,226
733,0.2860927152317881,13,58,0,12,0,20,5,14,0,0,261,341,223
0,0.2855960264900662,4,23,0,61,0,271,34,236,23,2522,348,629,448
9,0.28443708609271523,12,31,0,48,0,117,84,373,0,13,289,168,332
662,0.28410596026490065,9,9,0,45,0,109,54,27,0,0,247,400,270
277,0.28394039735099336,8,6,0,8,0,60,2,0,0,0,189,169,173
4,0.281953642384106,8,50,0,8,0,37,4,0,0,0,472,395,429
213,0.2809602649006622,13,19,0,18,0,37,43,133,0,0,331,341,190
434,0.2801324503311258,5,17,0,68,0,108,84,441,4,492,432,427,364
420,0.2763245033112583,12,10,0,73,0,252,102,650,69,2383,398,963,562
210,0.2758278145695364,5,6,0,20,0,31,47,268,8,2,259,313,187
67,0.27433774834437086,9,5,0,58,0,39,45,261,0,250,374,320,274
78,0.27350993377483446,6,10,0,9,0,44,4,12,0,0,242,173,206
264,0.2731788079470199,14,4,0,3,0,126,6,5,0,0,175,103,115
186,0.2695364238410596,12,4,0,30,0,27,4,106,0,0,159,147,183
711,0.26937086092715234,9,4,0,6,0,36,1,14,0,0,122,62,242
206,0.26473509933774836,11,5,0,56,0,51,116,368,1,179,280,57,97
50,0.26241721854304634,6,5,0,27,0,3,63,176,12,8,359,25,270
547,0.2596026490066225,10,6,0,20,0,5,4,27,0,0,301,6,335
280,0.25629139072847684,12,4,0,26,0,18,4,94,0,12,353,251,272
27,0.25596026490066226,6,3,0,9,0,9,86,92,0,0,147,169,231
168,0.2548013245033113,11,1,0,10,0,2,7,1,0,0,217,10,123
58,0.25281456953642384,12,0,0,7,0,109,2,0,0,0,105,145,48
315,0.25198675496688744,7,6,0,38,0,27,3,0,0,0,298,103,306
237,0.2501655629139073,14,5,0,18,0,11,6,4,0,0,277,18,270
376,0.2501655629139073,10,3,0,30,0,7,1,9,0,0,189,18,54
642,0.24751655629139072,7,1,0,11,0,8,1,0,0,0,92,197,84
19,0.24685430463576158,9,0,0,17,0,1,0,1,0,0,170,3,83
283,0.24387417218543048,13,1,0,18,0,5,7,0,0,0,144,0,89
13,0.24387417218543048,7,0,0,25,0,2,25,4,0,0,320,0,260
123,0.2402317880794702,10,2,0,13,0,0,64,32,0,0,29,23,18
96,0.2402317880794702,14,1,0,25,0,11,7,0,0,0,135,11,88
317,0.2402317880794702,10,0,0,28,0,17,156,203,4,0,361,159,351
643,0.23973509933774834,7,0,0,9,0,21,12,28,0,0,212,191,223
352,0.23741721854304637,8,0,0,6,0,32,67,38,0,0,313,4,274
177,0.23741721854304637,12,0,0,43,0,4,44,1,0,0,199,2,118
587,0.2369205298013245,15,0,0,4,0,8,2,6,0,0,63,15,97
164,0.23576158940397351,13,0,0,7,0,30,8,1,0,0,128,70,217
432,0.23526490066225167,13,0,0,1,0,51,29,3,0,0,115,43,107
199,0.2349337748344371,9,1,0,30,0,97,8,14,0,0,279,156,238
156,0.2346026490066225,7,0,0,8,0,0,0,0,0,0,100,11,91
515,0.2337748344370861,6,0,0,24,0,9,52,28,0,0,291,45,153
148,0.23178807947019867,16,0,0,4,0,107,5,1,0,0,135,90,113
788,0.22996688741721855,11,0,0,9,0,46,44,54,0,0,341,221,338
105,0.22880794701986754,10,0,0,27,0,72,4,0,0,3,291,349,236
538,0.22880794701986754,20,0,0,4,0,0,15,1,0,0,105,0,12
155,0.22798013245033114,8,0,0,2,0,80,13,27,0,0,141,21,120
499,0.227317880794702,8,0,0,18,0,10,6,1,0,0,301,81,241
290,0.22698675496688742,11,0,0,18,0,16,90,104,0,0,91,372,92
512,0.22632450331125828,9,0,0,0,0,36,0,0,0,0,35,73,92
611,0.22632450331125828,10,0,0,72,0,67,37,698,16,2217,230,116,178
221,0.22549668874172185,8,0,0,5,0,2,8,0,0,0,67,0,178
145,0.22450331125827813,9,0,0,8,0,0,4,0,0,0,4,10,42
437,0.2240066225165563,11,0,0,8,0,3,3,3,0,0,143,39,178
7,0.223841059602649,16,0,0,33,0,0,67,20,0,1,239,0,0
33,0.22367549668874173,13,0,0,7,0,3,2,5,0,0,192,7,177
385,0.222682119205298,11,0,0,4,0,3,0,0,0,0,42,36,137
755,0.22201986754966888,8,0,0,22,0,6,9,16,0,0,46,32,98
195,0.22185430463576158,10,0,0,3,0,49,8,43,0,0,183,133,129
766,0.2208609271523179,10,0,0,27,0,120,42,83,1,3,227,598,403
305,0.22036423841059602,11,0,0,7,0,11,35,3,0,0,93,99,226
41,0.22019867549668873,13,0,0,16,0,0,5,4,1,0,60,3,19
531,0.22003311258278146,6,0,0,26,0,1,22,3,0,0,320,0,84
183,0.2195364238410596,9,0,0,23,0,1,6,0,0,0,225,0,141
321,0.21771523178807947,9,0,0,40,0,68,7,14,0,884,368,208,326
3,0.21771523178807947,5,0,0,5,0,5,6,1,0,0,289,462,274
741,0.2173841059602649,6,0,0,9,0,0,62,3,0,0,90,0,82
541,0.2173841059602649,12,0,0,1,0,3,20,11,0,0,123,54,214
528,0.21688741721854304,2,0,0,2,0,24,9,18,0,0,176,318,141
214,0.21473509933774834,13,0,0,4,0,14,12,9,0,0,27,307,133
243,0.21009933774834438,13,0,0,12,0,1,85,71,0,0,67,24,27
1158,0.20910596026490066,14,0,0,37,0,7,31,133,0,12,200,0,164
174,0.20877483443708608,9,0,0,21,0,48,16,2,1,26,289,188,245
336,0.20844370860927153,13,0,0,20,0,0,62,171,1,1,114,10,123
86,0.2077814569536424,5,0,0,2,0,57,0,0,0,0,82,45,84
1228,0.2076158940397351,10,0,0,45,0,0,3,3,0,4,95,5,60
39,0.20711920529801325,11,0,0,16,0,0,11,87,0,0,35,83,5
406,0.2052980132450331,14,0,0,1,0,1,86,211,0,0,261,0,79
486,0.2052980132450331,15,0,0,40,0,24,19,7,0,36,270,2,209
790,0.20480132450331126,10,0,0,3,0,0,190,25,0,0,216,17,297
603,0.20413907284768212,5,0,0,3,0,2,57,9,0,0,25,10,123
382,0.20413907284768212,12,0,0,8,0,0,0,0,0,0,95,32,221
1106,0.203476821192053,11,0,0,12,0,14,2,2,0,0,119,64,120
1018,0.203476821192053,5,0,0,3,0,13,4,3,0,0,42,173,84
994,0.203476821192053,19,0,0,29,0,2,57,191,0,0,137,25,85
85,0.20231788079470198,8,0,0,5,0,1,71,517,0,0,239,0,58
586,0.20231788079470198,14,0,0,3,0,6,0,0,0,0,53,17,58
350,0.20198675496688742,7,0,0,41,0,2,10,30,0,0,93,46,16
175,0.19983443708609272,8,0,0,31,0,1,73,155,0,0,67,0,31
335,0.19950331125827814,9,0,0,15,0,4,21,17,0,0,92,1,43
176,0.19850993377483445,8,0,0,7,0,1,8,1,0,0,13,19,32
600,0.19751655629139073,6,0,0,17,0,7,7,64,0,0,58,22,40
559,0.19619205298013245,10,0,0,54,0,62,36,61,0,895,296,150,298
514,0.19519867549668873,8,0,0,2,0,1,1,2,0,0,17,2,26
529,0.19486754966887418,11,0,0,31,0,0,3,2,0,0,156,8,87
1466,0.1947019867549669,16,0,0,31,0,0,44,241,12,0,129,0,84
424,0.1925496688741722,8,0,0,4,0,0,0,0,0,0,13,4,106
775,0.1925496688741722,8,0,0,1,0,21,9,5,0,0,46,20,64
748,0.1923841059602649,10,0,0,6,0,4,15,6,0,0,30,29,96
20,0.19172185430463576,10,0,0,6,0,0,1,0,0,0,61,0,21
737,0.19172185430463576,8,0,0,2,0,3,0,0,0,0,6,17,23
153,0.1913907284768212,10,0,0,13,0,22,103,185,0,0,90,400,102
505,0.19072847682119207,10,0,0,29,0,6,101,769,2,30,105,5,123
738,0.1900662251655629,10,0,0,1,0,15,0,0,0,0,59,10,21
147,0.1892384105960265,3,0,0,32,0,0,5,0,0,0,13,0,24
242,0.18824503311258278,7,0,0,17,0,0,66,64,0,0,47,6,67
316,0.1880794701986755,12,0,0,13,0,0,0,0,0,0,8,12,19
117,0.1879139072847682,8,0,0,3,0,31,1,4,0,0,126,92,93
139,0.1869205298013245,9,0,0,19,0,0,7,24,0,0,20,0,44
509,0.18675496688741722,13,0,0,18,0,1,33,39,0,0,158,95,70
57,0.18658940397350993,12,0,0,41,0,0,0,0,0,0,22,2,80
205,0.18658940397350993,14,0,0,1,0,1,20,0,0,0,55,6,48
646,0.18642384105960264,8,0,0,1,0,5,10,2,0,0,57,16,72
567,0.18609271523178808,10,0,0,7,0,2,9,18,0,0,73,59,39
390,0.18559602649006623,8,0,0,5,0,0,23,25,0,0,157,9,42
537,0.18543046357615894,14,0,0,13,0,2,0,0,0,0,64,0,27
203,0.18526490066225165,13,0,0,28,0,0,47,5,0,0,3,0,59
797,0.18509933774834436,10,0,0,55,0,0,8,100,0,0,76,26,0
661,0.1847682119205298,7,0,0,51,0,40,65,505,40,284,296,170,208
605,0.1847682119205298,10,0,0,0,0,37,0,1,0,0,70,165,79
524,0.18427152317880793,12,0,0,20,0,5,68,70,0,0,50,95,217
1109,0.18410596026490067,10,0,0,18,0,0,5,1,1,0,62,0,2
133,0.1837748344370861,13,0,0,0,0,51,12,50,0,0,22,139,55
126,0.1837748344370861,15,0,0,1,0,33,3,0,0,0,6,5,28
89,0.18195364238410597,11,0,0,10,0,0,0,0,0,0,66,19,59
633,0.18195364238410597,6,0,0,18,0,18,11,0,0,1,9,5,49
343,0.18162251655629139,6,0,0,29,0,0,16,24,0,0,49,0,42
1298,0.18129139072847683,12,0,0,20,0,0,9,0,0,0,50,1,85
896,0.1806291390728477,7,0,0,16,0,0,0,0,0,0,4,0,0
891,0.1802980132450331,8,0,0,1,0,0,8,0,0,0,62,1,30
1115,0.17996688741721853,14,0,0,19,0,0,17,82,0,0,91,0,44
534,0.17980132450331127,9,0,0,10,0,0,0,0,0,0,67,20,7
792,0.17913907284768213,12,0,0,11,0,0,0,0,0,0,29,5,62
322,0.1783112582781457,4,0,0,14,0,0,0,0,0,0,58,0,14
895,0.1781456953642384,11,0,0,3,0,23,1,7,0,0,82,150,49
1075,0.17781456953642383,6,0,0,3,0,10,3,0,0,0,19,174,27
43,0.17748344370860927,7,0,0,17,0,0,53,1,2,0,23,10,20
1005,0.17731788079470198,9,0,0,4,0,0,1,0,0,0,55,9,90
211,0.17649006622516555,13,0,0,5,0,4,6,1,0,0,52,98,112
263,0.17649006622516555,15,0,0,5,0,0,0,2,0,0,39,11,77
59,0.17566225165562913,16,0,0,15,0,0,1,12,0,0,12,1,22
10,0.17549668874172186,12,0,0,6,0,0,37,52,0,0,205,0,56
150,0.17533112582781457,7,0,0,9,0,4,0,0,0,0,122,19,58
719,0.175,11,0,0,28,0,46,18,39,0,1,139,57,139
90,0.1741721854304636,8,0,0,7,0,0,0,0,0,0,93,0,39
629,0.173841059602649,8,0,0,56,0,25,29,685,2,513,247,65,148
770,0.17367549668874172,5,0,0,18,0,21,7,273,7,53,34,25,78
396,0.17317880794701987,6,0,0,5,0,0,7,67,0,0,169,11,136
428,0.17317880794701987,13,0,0,9,0,0,0,1,0,0,11,5,63
558,0.17301324503311258,11,0,0,1,0,3,0,0,0,0,5,1,33
338,0.17268211920529802,5,0,0,32,1,37,21,35,9,370,207,68,135
207,0.17135761589403972,10,0,0,8,0,0,6,10,0,0,68,0,84
664,0.17119205298013246,14,0,0,4,0,1,14,2,0,0,28,85,47
1256,0.17102649006622517,12,0,0,3,0,0,1,0,0,0,112,2,106
647,0.17069536423841059,8,0,0,0,0,20,0,0,0,0,5,9,17
326,0.16903973509933776,6,0,0,18,0,0,23,0,0,0,4,0,0
533,0.16771523178807948,8,0,0,0,0,0,5,0,0,0,152,0,2
713,0.1673841059602649,8,0,0,1,0,0,0,0,0,0,3,0,52
45,0.1673841059602649,10,0,0,14,0,0,19,45,0,0,206,5,106
758,0.1672185430463576,12,0,0,16,0,0,0,0,0,0,60,14,27
386,0.1672185430463576,7,0,0,4,0,0,9,81,0,0,10,0,15
202,0.16672185430463576,9,0,0,4,0,19,3,9,0,0,25,6,57
676,0.16655629139072847,15,0,0,6,0,0,0,0,0,0,15,5,34
438,0.16639072847682118,5,0,0,19,0,0,4,0,0,0,5,6,19
546,0.16572847682119204,3,0,0,29,0,1,12,19,0,14,26,62,43
119,0.16572847682119204,9,0,0,3,0,9,12,3,0,0,20,68,39
194,0.1650662251655629,5,0,0,51,0,0,26,0,0,0,2,0,0
251,0.16490066225165562,13,0,0,4,0,0,0,0,0,0,28,3,2
331,0.16490066225165562,11,0,0,8,0,0,12,0,0,0,66,0,28
831,0.16456953642384106,14,0,0,11,0,1,14,8,0,0,350,7,125
565,0.16390728476821192,7,0,0,10,0,4,0,0,0,0,18,1,39
619,0.16390728476821192,11,0,0,3,0,6,0,0,0,0,34,38,28
1528,0.16374172185430463,9,0,0,9,0,1,39,6,0,0,90,0,68
1200,0.16374172185430463,13,0,0,3,0,0,61,60,0,0,37,0,23
120,0.16357615894039734,5,0,0,0,0,9,0,0,0,0,128,5,58
729,0.1632450331125828,7,0,0,2,0,0,2,34,0,0,148,54,133
166,0.16274834437086091,7,0,0,2,0,1,1,0,0,0,22,0,22
392,0.16258278145695365,8,0,0,1,0,0,17,4,0,0,43,0,43
504,0.16225165562913907,8,0,0,11,0,0,52,4,0,0,11,15,69
275,0.16192052980132451,9,0,0,10,0,2,1,2,0,0,74,9,64
110,0.16142384105960264,10,0,0,5,0,0,16,0,0,0,8,0,1
433,0.1609271523178808,10,0,0,7,0,0,0,0,0,0,38,0,22
767,0.1605960264900662,6,0,0,2,0,2,0,0,0,0,20,215,32
198,0.16009933774834437,13,0,0,20,0,0,60,154,0,0,25,0,28
470,0.15993377483443708,8,0,0,17,0,0,38,22,0,0,18,0,28
125,0.15794701986754967,6,0,0,2,0,8,0,5,0,0,36,5,46
814,0.15695364238410597,10,0,0,7,0,0,0,0,0,0,47,0,22
808,0.15695364238410597,8,0,0,1,0,5,1,0,0,0,1,0,5
75,0.1564569536423841,7,0,0,5,0,0,2,0,0,0,8,0,20
454,0.1564569536423841,10,0,0,5,0,0,97,18,0,0,73,6,93
740,0.1564569536423841,9,0,0,15,0,0,11,3,0,0,31,25,76
609,0.15612582781456955,9,0,0,13,0,0,68,0,0,0,33,0,85
255,0.15562913907284767,6,0,0,23,0,0,15,0,0,0,8,0,61
435,0.15529801324503312,10,0,0,9,0,0,12,0,0,0,78,11,57
236,0.15529801324503312,6,0,0,22,0,6,33,323,0,95,55,165,60
635,0.15496688741721854,8,0,0,0,0,0,2,0,0,0,7,0,38
231,0.15480132450331127,15,0,0,0,0,0,4,1,0,0,166,149,157
597,0.15397350993377484,9,0,0,24,0,1,10,26,11,0,102,70,48
47,0.15364238410596026,5,0,0,31,1,2,18,1012,1,259,171,0,39
383,0.15364238410596026,8,0,0,18,0,0,10,0,0,0,69,73,68
141,0.15347682119205297,8,0,0,26,0,0,1,0,0,0,51,0,12
644,0.15347682119205297,4,0,0,0,0,1,1,0,0,0,26,32,14
756,0.1533112582781457,10,0,0,32,0,0,54,0,0,0,1,0,0
555,0.15314569536423842,5,0,0,0,0,5,5,0,0,0,3,81,59
982,0.15281456953642383,9,0,0,24,0,0,2,0,0,0,2,0,22
909,0.15132450331125827,10,0,0,0,0,2,11,25,0,0,36,1,50
1061,0.15132450331125827,11,0,0,5,0,0,1,0,0,0,5,1,3
1241,0.151158940397351,10,0,0,32,0,0,54,115,0,0,107,8,20
200,0.1509933774834437,9,0,0,4,0,0,0,0,0,0,26,0,41
521,0.15049668874172187,10,0,0,11,0,7,0,4,0,0,59,32,105
272,0.15033112582781458,13,0,0,14,0,0,13,0,0,0,0,0,11
1712,0.15033112582781458,12,0,0,2,0,0,7,0,0,0,145,0,1
371,0.15016556291390729,17,0,0,11,0,0,1,0,0,0,2,0,10
1253,0.1498344370860927,14,0,0,16,0,12,8,0,0,3,192,59,32
929,0.14933774834437086,10,0,0,0,0,0,0,0,0,0,0,0,43
864,0.148841059602649,16,0,0,1,0,1,13,37,0,0,0,0,9
216,0.14850993377483443,9,0,0,11,0,0,0,2,0,0,157,1,5
1058,0.14817880794701987,6,0,0,1,0,2,0,0,0,0,19,77,25
843,0.14701986754966886,12,0,0,5,0,4,1,0,0,0,47,24,12
1118,0.1466887417218543,10,0,0,3,0,0,26,0,0,0,69,0,78
1210,0.1466887417218543,17,0,0,7,0,0,3,0,0,0,15,0,1
431,0.14652317880794702,12,0,0,10,0,0,54,152,0,0,88,0,44
945,0.14652317880794702,15,0,0,8,0,1,7,1,0,0,36,7,80
256,0.14635761589403973,9,0,0,11,0,0,8,5,0,0,66,3,54
374,0.14635761589403973,13,0,0,9,0,0,0,0,0,0,76,0,26
702,0.14635761589403973,5,0,0,3,0,1,1,0,0,0,1,24,36
905,0.14602649006622517,11,0,0,11,0,0,15,9,0,0,20,1,35
14,0.14602649006622517,10,0,0,8,0,0,91,377,0,0,204,0,34
535,0.14602649006622517,8,0,0,22,0,0,23,1262,437,4054,99,0,3
1014,0.1447019867549669,9,0,0,8,0,0,12,5,0,0,30,0,7
732,0.1447019867549669,6,0,0,8,0,0,3,0,0,0,1,24,0
1150,0.14437086092715232,10,0,0,7,0,0,12,3,0,0,27,78,1
74,0.14387417218543047,16,0,0,5,0,4,0,0,0,0,4,2,6
112,0.14321192052980133,11,0,0,1,0,0,0,0,0,0,1,2,3
608,0.14304635761589404,9,0,0,5,0,0,0,1,0,0,111,1,80
1145,0.14271523178807946,9,0,0,2,0,0,5,1,0,0,2,0,0
319,0.14271523178807946,11,0,0,4,0,4,1,0,0,0,22,7,2
517,0.14271523178807946,9,0,0,0,0,0,37,7,0,0,241,0,4
136,0.1425496688741722,5,0,0,29,0,2,1,2,0,0,15,10,56
614,0.1425496688741722,11,0,0,4,0,0,20,25,0,0,0,0,0
52,0.14155629139072848,16,0,0,17,0,0,11,164,0,0,39,0,2
287,0.1412251655629139,15,0,0,5,0,0,11,3,0,0,0,0,11
1308,0.14105960264900663,8,0,0,8,0,0,0,0,0,0,4,0,41
372,0.14072847682119205,11,0,0,5,0,4,77,12,0,0,33,21,112
840,0.1400662251655629,18,0,0,4,0,0,2,0,0,0,18,34,12
941,0.1390728476821192,13,0,0,0,0,0,0,0,0,0,0,0,18
625,0.13890728476821193,10,0,0,4,0,0,1,0,0,0,4,0,13
1348,0.13890728476821193,12,0,0,13,0,13,0,0,0,0,47,2,29
900,0.13874172185430464,8,0,0,4,0,0,0,0,0,0,78,5,35
690,0.13874172185430464,11,0,0,2,0,0,0,2,0,0,73,10,73
1310,0.13874172185430464,8,0,0,2,0,0,17,0,0,0,8,0,62
417,0.1382450331125828,12,0,0,12,0,1,21,45,0,0,110,12,105
1195,0.13774834437086092,14,0,0,36,0,7,32,24,2,17,79,7,95
718,0.13758278145695363,9,0,0,27,0,9,54,301,10,24,39,5,43
911,0.13675496688741723,10,0,0,0,0,0,7,12,0,0,9,3,27
769,0.13658940397350994,13,0,0,6,0,0,0,0,0,0,5,0,0
146,0.13658940397350994,14,0,0,2,0,8,6,3,0,0,32,9,23
465,0.13642384105960265,12,0,0,8,0,0,0,0,0,0,0,0,2
215,0.1360927152317881,7,0,0,18,0,1,26,20,0,0,146,1,31
519,0.1359271523178808,7,0,0,1,0,0,26,17,0,0,167,0,61
400,0.1357615894039735,8,0,0,2,0,0,1,1,0,0,41,2,71
426,0.13526490066225166,8,0,0,1,0,0,47,6,0,0,49,5,58
138,0.13526490066225166,12,0,0,2,0,0,37,0,0,0,16,0,0
137,0.13427152317880794,10,0,0,2,0,5,0,0,0,0,5,25,4
1042,0.13427152317880794,9,0,0,7,0,0,0,0,0,0,1,0,3
1181,0.1339403973509934,9,0,0,1,0,0,3,0,0,0,111,0,1
188,0.1339403973509934,12,0,0,2,0,3,6,10,0,0,9,52,50
762,0.1336092715231788,12,0,0,3,0,0,1,2,0,0,40,68,6
93,0.13344370860927152,9,0,0,5,0,0,9,0,0,0,6,0,28
1344,0.13294701986754967,13,0,0,4,0,0,6,7,0,0,1,0,2
122,0.13294701986754967,5,0,0,14,0,0,95,15,0,0,0,0,0
678,0.13278145695364238,6,0,0,5,0,0,2,0,0,0,27,0,13
163,0.13278145695364238,10,0,0,1,0,6,0,0,0,0,4,24,22
799,0.13278145695364238,5,0,0,5,0,0,15,18,0,0,3,0,0
83,0.13278145695364238,7,0,0,2,0,0,5,0,0,0,1,0,0
240,0.13228476821192053,9,0,0,4,0,0,0,3,0,0,37,7,32
1120,0.13211920529801324,8,0,0,17,0,0,28,5,0,0,44,3,2
1149,0.1316225165562914,12,0,0,5,0,0,3,1,0,0,55,0,34
860,0.13129139072847681,13,0,0,0,0,0,0,6,0,0,1,1,33
641,0.13112582781456952,6,0,0,1,0,0,0,0,0,0,10,35,7
866,0.13096026490066226,7,0,0,0,0,2,1,3,0,0,87,12,137
349,0.13096026490066226,7,0,0,6,0,0,29,1,0,0,77,0,18
865,0.13062913907284768,7,0,0,3,0,0,0,0,0,0,36,12,95
754,0.13062913907284768,12,0,0,1,0,0,42,11,0,0,34,18,17
527,0.13013245033112583,18,0,0,12,0,0,24,6,0,0,24,0,5
69,0.13013245033112583,11,0,0,2,0,0,2,8,0,0,27,0,36
1297,0.1293046357615894,10,0,0,16,0,0,3,0,0,0,26,0,13
1194,0.1291390728476821,13,0,0,2,0,0,5,3,0,0,82,33,86
98,0.12897350993377482,12,0,0,0,0,1,0,0,0,0,2,20,40
919,0.12864238410596027,12,0,0,4,0,0,1,0,0,0,56,0,126
575,0.12864238410596027,12,0,0,0,0,6,0,0,0,0,0,15,18
715,0.12847682119205298,13,0,0,2,0,0,0,0,0,0,14,0,37
489,0.12814569536423842,9,0,0,2,0,0,4,0,0,0,0,0,0
1098,0.12798013245033113,19,0,0,10,0,0,12,0,0,0,32,0,31
94,0.12798013245033113,13,0,0,4,0,1,0,0,0,0,5,33,40
109,0.12781456953642384,11,0,0,4,0,3,10,11,0,0,110,0,74
728,0.12764900662251655,10,0,0,9,0,0,0,2,0,0,31,1,1
765,0.1271523178807947,11,0,0,8,0,0,47,18,0,0,23,0,3
657,0.12682119205298012,9,0,0,7,0,1,21,4,0,0,48,2,26
1135,0.12665562913907286,9,0,0,7,0,0,10,2,0,0,20,0,21
1251,0.12665562913907286,8,0,0,8,0,0,2,0,0,0,0,0,7
1240,0.12665562913907286,21,0,0,38,0,11,12,7,0,9,174,32,117
829,0.12665562913907286,11,0,0,1,0,0,1,0,0,0,5,1,16
8,0.12632450331125827,9,0,0,15,0,0,6,4,0,0,70,0,59
414,0.12599337748344372,10,0,0,14,0,0,74,33,0,0,154,0,43
461,0.12582781456953643,14,0,0,4,0,0,6,1,0,0,0,0,4
292,0.1251655629139073,9,0,0,4,0,0,33,0,0,0,1,0,0
212,0.1251655629139073,11,0,0,15,0,1,7,6,0,0,3,5,21
332,0.125,12,0,0,1,0,0,1,2,0,0,6,0,35
542,0.12433774834437086,13,0,0,23,0,0,13,3,0,0,26,0,11
726,0.12433774834437086,11,0,0,32,0,4,71,156,1,10,164,8,107
925,0.12433774834437086,9,0,0,3,0,0,6,5,0,0,12,0,8
1270,0.12433774834437086,8,0,0,12,0,0,5,0,0,0,3,0,19
651,0.12417218543046357,10,0,0,1,0,0,10,6,0,0,0,0,20
1586,0.12417218543046357,4,0,0,19,0,0,10,0,0,0,0,0,6
922,0.12334437086092716,12,0,0,11,0,0,3,0,0,0,4,0,25
1001,0.12317880794701987,8,0,0,14,0,0,9,0,0,0,27,0,10
798,0.12317880794701987,5,0,0,7,0,0,0,0,0,0,0,0,7
720,0.1228476821192053,3,0,0,5,0,0,3,0,0,0,4,3,2
1041,0.12268211920529801,7,0,0,9,0,0,8,0,0,0,16,71,8
990,0.12268211920529801,11,0,0,1,0,0,13,6,0,0,17,48,65
1313,0.12251655629139073,13,0,0,9,0,0,19,2,0,0,2,0,9
482,0.12218543046357616,12,0,0,1,0,0,12,2,0,0,41,0,30
630,0.12185430463576159,6,0,0,0,0,0,0,0,0,0,0,0,1
375,0.12152317880794702,5,0,0,3,0,0,11,8,0,0,0,0,3
1232,0.12135761589403973,14,0,0,8,0,0,10,0,0,0,73,0,2
79,0.12135761589403973,10,0,0,0,0,0,0,0,0,0,0,1,7
1535,0.12135761589403973,6,0,0,4,0,0,5,8,0,0,31,0,38
1545,0.12119205298013246,11,0,0,17,0,0,1,2,0,0,3,2,18
1101,0.12086092715231789,8,0,0,3,0,0,0,0,0,0,0,15,9
204,0.1206953642384106,5,0,0,12,0,0,0,0,0,0,6,0,16
693,0.1206953642384106,9,0,0,22,0,0,199,716,1,0,27,0,0
